title,game_id,name_jp,name_kana,name_ro,name_tcn,name_scn,name_hkjc,name_kr,epithet,image_main,image_race,image_proto,image_stage,nicknames,birthday,class,dorm,roommate,height,threesizes,shoesize,weight,calls_self,calls_trainer,seiyuu,icon,color_main,color_sub,irl_page,emoji,partydash_page,1,media
Moonlight_Lunacy,,ムーンライトルナシー,,muunraito runashii,,,,,,Moonlight Lunacy (Main).png,,,,,,,,,,,,,,,,Moonlight Lunacy (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Norn_Ace,,ノルンエース,,norun eesu,,,,,,Norn Ace (Main).png,,,,ノルン (Norn),May 10,,,Oguri Cap,167,,,,"あーし、私 (Aashi, Watashi)",,[[Ayano Shibuya]],Norn Ace (Icon).png,3A7AD2,ECE7E7,IRL:Ace Brown,,,,cinderellagray
Obey_Your_Master,,オベイユアマスター,,obei yua masutaa,,,,,,Obey Your Master (Main).png,,,,,,,,,182,,,,,,,Obey Your Master (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Okan_Maker,,オーカンメーカー,,ookan meekaa,,,,,,Okan Maker (Main).png,,,,,,,,,,,,,,,,Okan Maker (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Road_Royal,,ロードロイヤル,,roodo roiyaru,,,,,,Road Royal (Main).png,,,,,,,,,,,,,,,,Road Royal (Icon).png,3A7AD2,ECE7E7,IRL:Legend Teio,,,,cinderellagray
Romance_Bubbly,,ロマンスバブリー,,romansu baburii,,,,,,Romance Bubbly (Main).png,,,,,,,,,,,,,,,,Romance Bubbly (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Royal_Cherry,,ロイヤルチェリー,,roiyaru cherii,,,,,,Royal Cherry (Main).png,,,,,,,,,,,,,,,,Royal Cherry (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Rudy_Lemono,,ルディレモーノ,,rudi remoono,,,,,,Rudy Lemono (Main).png,,,,,,,,,,,,,,,,Rudy Lemono (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Run_to_the_Top,,ラントゥザトップ,,ran tu za toppu,,,,,,Run to the Top (Main).png,,,,,,,,,,,,,,,,Run to the Top (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Satias,,サティアス,,satiasu,,,,,,Satias (Main).png,,,,,,,,,,,,,,,,Satias (Icon).png,3A7AD2,ECE7E7,IRL:Assatis,,,,cinderellagray
School_Road,,スクールロード,,sukuuru roodo,,,,,,School Road (Main).png,,,,,,,,,,,,,,,,School Road (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Sekai_Touha,,セカイトーハー,,sekai toohaa,,,,,,Sekai Touha (Main).png,,,,,,,,,,,,,,,,Sekai Touha (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Sensuke_Fujii,,藤井泉助,ふじいせんすけ,fujii sensuke,,,,,,Fujii Sensuke (Main).png,,,,,March 28,,,,177,,,,,,,Fujii Sensuke (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Shirley_Sky,,シャーリースカイ,,shaarii sukai,,,,,,Shirley Sky (Main).png,,,,,,,,,,,,,,,,Shirley Sky (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
South_Heroine,,サウスヒロイン,,sausu hiroin,,,,,,South Heroine (Main).png,,,,,,,,,,,,,,,,South Heroine (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Thief_Crow,,シーフクロー,,shiifu kuroo,,,,,,Thief Crow (Main).png,,,,,,,,,,,,,私様 (Watashi-sama),,,Thief Crow (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Tony_Bianca,,トニビアンカ,,toni bianka,,,,,,Tony Bianca (Main).jpg,,,,,,,,,178,,,,,,,Tony Bianca (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Top_Shunbetsu,,トップシュンベツ,,toppu shunbetsu,,,,,,Top Shunbetsu (Main).png,,,,,,,,,165,,,,,,,Top Shunbetsu (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Ultra_Ichiban,,ウルトライチバン,,urutora ichiban,,,,,,Ultra Ichiban (Main).png,,,,,,,,,,,,,,,,Ultra Ichiban (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Walk_Dancer,,ウォークダンサー,,uooku dansaa,,,,,,Walk Dancer (Main).png,,,,,,,,,,,,,,,,Walk Dancer (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Yamano_Southern,,ヤマノサウザン,,yamano sauzan,,,,,,Yamano Southern (Main).png,,,,,,,,,,,,,,,,Yamano Southern (Icon).png,3A7AD2,ECE7E7,,,,,cinderellagray
Amagi_Happiness,,アマギハピネス,,Amagi Hapinesu,,,,,,Amagi Happiness (Main).png,,,,,,,,,,,,,,,,Amagi Happiness (Icon).png,E7447D,fecdc9,,,,,starblossom
Gorou_Akeishi,,明石梧郎,,Akeishi Gorou,,,,,,Gorou Akeishi (Main).png,,,,,,,,,,,,,,,,Gorou Akeishi (Icon).png,E7447D,fecdc9,,,,,starblossom
Snow_in_Hazard,,スノウインハザード,,Sunouin Hazādo,,,,,,Snow in Hazard (Main).png,,,,,,,,,,,,,,,,Snow in Hazard (Icon).png,E7447D,fecdc9,,,,,starblossom
Sugar_Nation,,シュガーネイション,,Shugaa Neishon,,,,,,Sugar Nation (Main).png,,,,,,,,,,,,,,,,Sugar Nation (Icon).png,E7447D,fecdc9,,,,,starblossom
Sundance_Blaze,,サンダンスブレイズ,,Sandansu Bureizu,,,,,,Sundance Blaze (Main).png,,,,,,,,,,,,,,,,Sundance Blaze (Icon).png,E7447D,fecdc9,,,,,starblossom
Tsubaki_Akeishi,,明石椿,あけいしつばき,akeishi tsubaki,,,,,,Tsubaki Akeishi (Main).png,,,,,,,,,,,,,,,,Tsubaki Akeishi (Icon).jpg,E7447D,fecdc9,,,,,starblossom
Yoshino_Prevail,,ヨシノプリヴェール,,Yoshino Purivēru,,,,,,Yoshino Prevail (Main).png,,,,,,,,,,,,,,,,Yoshino Prevail (Icon).png,E7447D,fecdc9,,,,,starblossom
